113 53.000000  -2.275000  52.900002
114 52.900002  -2.594000  53.400002
115 53.400002  -2.716000  54.599998
116 54.599998  -2.510000  56.400002
117 56.400002  -1.790000  58.000000
118 58.000000  -1.346000  59.400002
119 59.400002  -1.081000  60.200001
120 60.200001  -0.910000  60.000000
121 60.000000  -0.876000  59.400002
122 59.400002  -0.885000  58.400002
123 58.400002  -0.800000  57.599998
124 57.599998  -0.544000  56.900002
125 56.900002  -0.416000  56.400002
126 56.400002  -0.271000  56.000000
127 56.000000  0.000000  55.700001
128 55.700001  0.403000  55.299999
129 55.299999  0.841000  55.000000
130 55.000000  1.285000  54.400002
131 54.400002  1.607000  53.700001
132 53.700001  1.746000  52.799999
133 52.799999  1.683000  51.599998
134 51.599998  1.485000  50.599998
135 50.599998  0.993000  49.400002
136 49.400002  0.648000  48.799999
137 48.799999  0.577000  48.500000
138 48.500000  0.577000  48.700001
139 48.700001  0.632000  49.200001
140 49.200001  0.747000  49.799999
141 49.799999  0.900000  50.400002
142 50.400002  0.993000  50.700001
143 50.700001  0.968000  50.900002
144 50.900002  0.790000  50.700001
145 50.700001  0.399000  50.500000
146 50.500000  -0.161000  50.400002
147 50.400002  -0.553000  50.200001
148 50.200001  -0.603000  50.400002
149 50.400002  -0.424000  51.200001
150 51.200001  -0.194000  52.299999
151 52.299999  -0.049000  53.200001
152 53.200001  0.060000  53.900002
153 53.900002  0.161000  54.099998
154 54.099998  0.301000  54.000000
155 54.000000  0.517000  53.599998
156 53.599998  0.566000  53.200001
157 53.200001  0.560000  53.000000
158 53.000000  0.573000  52.799999
159 52.799999  0.592000  52.299999
160 52.299999  0.671000  51.900002
161 51.900002  0.933000  51.599998
162 51.599998  1.337000  51.599998
163 51.599998  1.460000  51.400002
164 51.400002  1.353000  51.200001
165 51.200001  0.772000  50.700001
166 50.700001  0.218000  50.000000
167 50.000000  -0.237000  49.400002
168 49.400002  -0.714000  49.299999
169 49.299999  -1.099000  49.700001
170 49.700001  -1.269000  50.599998
171 50.599998  -1.175000  51.799999
172 51.799999  -0.676000  53.000000
173 53.000000  0.033000  54.000000
174 54.000000  0.556000  55.299999
175 55.299999  0.643000  55.900002
176 55.900002  0.484000  55.900002
177 55.900002  0.109000  54.599998
178 54.599998  -0.310000  53.500000
179 53.500000  -0.697000  52.400002
180 52.400002  -1.047000  52.099998
181 52.099998  -1.218000  52.299999
182 52.299999  -1.183000  53.000000
183 53.000000  -0.873000  53.799999
184 53.799999  -0.336000  54.599998
185 54.599998  0.063000  55.400002
186 55.400002  0.084000  55.900002
187 55.900002  0.000000  55.900002
188 55.900002  0.001000  55.200001
189 55.200001  0.209000  54.400002
190 54.400002  0.556000  53.700001
191 53.700001  0.782000  53.599998
192 53.599998  0.858000  53.599998
193 53.599998  0.918000  53.200001
194 53.200001  0.862000  52.500000
195 52.500000  0.416000  52.000000
196 52.000000  -0.336000  51.400002
197 51.400002  -0.959000  51.000000
198 51.000000  -1.813000  50.900002
199 50.900002  -2.378000  52.400002
200 52.400002  -2.499000  53.500000
201 53.500000  -2.473000  55.599998
202 55.599998  -2.330000  58.000000
203 58.000000  -2.053000  59.500000
204 59.500000  -1.739000  60.000000
205 60.000000  -1.261000  60.400002
206 60.400002  -0.569000  60.500000
207 60.500000  -0.137000  60.200001
208 60.200001  -0.024000  59.700001
209 59.700001  -0.050000  59.000000
210 59.000000  -0.135000  57.599998
211 57.599998  -0.276000  56.400002
212 56.400002  -0.534000  55.200001
213 55.200001  -0.871000  54.500000
214 54.500000  -1.243000  54.099998
215 54.099998  -1.439000  54.099998
216 54.099998  -1.422000  54.400002
217 54.400002  -1.175000  55.500000
218 55.500000  -0.813000  56.200001
219 56.200001  -0.634000  57.000000
220 57.000000  -0.582000  57.299999
221 57.299999  -0.625000  57.400002
222 57.400002  -0.713000  57.000000
223 57.000000  -0.848000  56.400002
224 56.400002  -1.039000  55.900002
225 55.900002  -1.346000  55.500000
226 55.500000  -1.628000  55.299999
227 55.299999  -1.619000  55.200001
228 55.200001  -1.149000  55.400002
229 55.400002  -0.488000  56.000000
230 56.000000  -0.160000  56.500000
231 56.500000  -0.007000  57.099998
232 57.099998  -0.092000  57.299999
233 57.299999  -0.620000  56.799999
234 56.799999  -1.086000  55.599998
235 55.599998  -1.525000  55.000000
236 55.000000  -1.858000  54.099998
237 54.099998  -2.029000  54.299999
238 54.299999  -2.024000  55.299999
239 55.299999  -1.961000  56.400002
240 56.400002  -1.952000  57.200001
241 57.200001  -1.794000  57.799999
242 57.799999  -1.302000  58.299999
243 58.299999  -1.030000  58.599998
244 58.599998  -0.918000  58.799999
245 58.799999  -0.798000  58.799999
246 58.799999  -0.867000  58.599998
247 58.599998  -1.047000  58.000000
248 58.000000  -1.123000  57.400002
249 57.400002  -0.876000  57.000000
250 57.000000  -0.395000  56.400002
251 56.400002  0.185000  56.299999
252 56.299999  0.662000  56.400002
253 56.400002  0.709000  56.400002
254 56.400002  0.605000  56.000000
255 56.000000  0.501000  55.200001
256 55.200001  0.603000  54.000000
257 54.000000  0.943000  53.000000
258 53.000000  1.223000  52.000000
259 52.000000  1.249000  51.599998
260 51.599998  0.824000  51.599998
261 51.599998  0.102000  51.099998
262 51.099998  0.025000  50.400002
263 50.400002  0.382000  50.000000
264 50.000000  0.922000  50.000000
265 50.000000  1.032000  52.000000
266 52.000000  0.866000  54.000000
267 54.000000  0.527000  55.099998
268 55.099998  0.093000  54.500000
269 54.500000  -0.458000  52.799999
270 52.799999  -0.748000  51.400002
271 51.400002  -0.947000  50.799999
272 50.799999  -1.029000  51.200001
273 51.200001  -0.928000  52.000000
274 52.000000  -0.645000  52.799999
275 52.799999  -0.424000  53.799999
276 53.799999  -0.276000  54.500000
277 54.500000  -0.158000  54.900002
278 54.900002  -0.033000  54.900002
279 54.900002  0.102000  54.799999
280 54.799999  0.251000  54.400002
281 54.400002  0.280000  53.700001
282 53.700001  0.000000  53.299999
283 53.299999  -0.493000  52.799999
284 52.799999  -0.759000  52.599998
285 52.599998  -0.824000  52.599998
286 52.599998  -0.740000  53.000000
287 53.000000  -0.528000  54.299999
288 54.299999  -0.204000  56.000000
289 56.000000  0.034000  57.000000
290 57.000000  0.204000  58.000000
