113 -2.275000  -1.139000  52.900002
114 -2.594000  -2.275000  53.400002
115 -2.716000  -2.594000  54.599998
116 -2.510000  -2.716000  56.400002
117 -1.790000  -2.510000  58.000000
118 -1.346000  -1.790000  59.400002
119 -1.081000  -1.346000  60.200001
120 -0.910000  -1.081000  60.000000
121 -0.876000  -0.910000  59.400002
122 -0.885000  -0.876000  58.400002
123 -0.800000  -0.885000  57.599998
124 -0.544000  -0.800000  56.900002
125 -0.416000  -0.544000  56.400002
126 -0.271000  -0.416000  56.000000
127 0.000000  -0.271000  55.700001
128 0.403000  0.000000  55.299999
129 0.841000  0.403000  55.000000
130 1.285000  0.841000  54.400002
131 1.607000  1.285000  53.700001
132 1.746000  1.607000  52.799999
133 1.683000  1.746000  51.599998
134 1.485000  1.683000  50.599998
135 0.993000  1.485000  49.400002
136 0.648000  0.993000  48.799999
137 0.577000  0.648000  48.500000
138 0.577000  0.577000  48.700001
139 0.632000  0.577000  49.200001
140 0.747000  0.632000  49.799999
141 0.900000  0.747000  50.400002
142 0.993000  0.900000  50.700001
143 0.968000  0.993000  50.900002
144 0.790000  0.968000  50.700001
145 0.399000  0.790000  50.500000
146 -0.161000  0.399000  50.400002
147 -0.553000  -0.161000  50.200001
148 -0.603000  -0.553000  50.400002
149 -0.424000  -0.603000  51.200001
150 -0.194000  -0.424000  52.299999
151 -0.049000  -0.194000  53.200001
152 0.060000  -0.049000  53.900002
153 0.161000  0.060000  54.099998
154 0.301000  0.161000  54.000000
155 0.517000  0.301000  53.599998
156 0.566000  0.517000  53.200001
157 0.560000  0.566000  53.000000
158 0.573000  0.560000  52.799999
159 0.592000  0.573000  52.299999
160 0.671000  0.592000  51.900002
161 0.933000  0.671000  51.599998
162 1.337000  0.933000  51.599998
163 1.460000  1.337000  51.400002
164 1.353000  1.460000  51.200001
165 0.772000  1.353000  50.700001
166 0.218000  0.772000  50.000000
167 -0.237000  0.218000  49.400002
168 -0.714000  -0.237000  49.299999
169 -1.099000  -0.714000  49.700001
170 -1.269000  -1.099000  50.599998
171 -1.175000  -1.269000  51.799999
172 -0.676000  -1.175000  53.000000
173 0.033000  -0.676000  54.000000
174 0.556000  0.033000  55.299999
175 0.643000  0.556000  55.900002
176 0.484000  0.643000  55.900002
177 0.109000  0.484000  54.599998
178 -0.310000  0.109000  53.500000
179 -0.697000  -0.310000  52.400002
180 -1.047000  -0.697000  52.099998
181 -1.218000  -1.047000  52.299999
182 -1.183000  -1.218000  53.000000
183 -0.873000  -1.183000  53.799999
184 -0.336000  -0.873000  54.599998
185 0.063000  -0.336000  55.400002
186 0.084000  0.063000  55.900002
187 0.000000  0.084000  55.900002
188 0.001000  0.000000  55.200001
189 0.209000  0.001000  54.400002
190 0.556000  0.209000  53.700001
191 0.782000  0.556000  53.599998
192 0.858000  0.782000  53.599998
193 0.918000  0.858000  53.200001
194 0.862000  0.918000  52.500000
195 0.416000  0.862000  52.000000
196 -0.336000  0.416000  51.400002
197 -0.959000  -0.336000  51.000000
198 -1.813000  -0.959000  50.900002
199 -2.378000  -1.813000  52.400002
200 -2.499000  -2.378000  53.500000
201 -2.473000  -2.499000  55.599998
202 -2.330000  -2.473000  58.000000
203 -2.053000  -2.330000  59.500000
204 -1.739000  -2.053000  60.000000
205 -1.261000  -1.739000  60.400002
206 -0.569000  -1.261000  60.500000
207 -0.137000  -0.569000  60.200001
208 -0.024000  -0.137000  59.700001
209 -0.050000  -0.024000  59.000000
210 -0.135000  -0.050000  57.599998
211 -0.276000  -0.135000  56.400002
212 -0.534000  -0.276000  55.200001
213 -0.871000  -0.534000  54.500000
214 -1.243000  -0.871000  54.099998
215 -1.439000  -1.243000  54.099998
216 -1.422000  -1.439000  54.400002
217 -1.175000  -1.422000  55.500000
218 -0.813000  -1.175000  56.200001
219 -0.634000  -0.813000  57.000000
220 -0.582000  -0.634000  57.299999
221 -0.625000  -0.582000  57.400002
222 -0.713000  -0.625000  57.000000
223 -0.848000  -0.713000  56.400002
224 -1.039000  -0.848000  55.900002
225 -1.346000  -1.039000  55.500000
226 -1.628000  -1.346000  55.299999
227 -1.619000  -1.628000  55.200001
228 -1.149000  -1.619000  55.400002
229 -0.488000  -1.149000  56.000000
230 -0.160000  -0.488000  56.500000
231 -0.007000  -0.160000  57.099998
232 -0.092000  -0.007000  57.299999
233 -0.620000  -0.092000  56.799999
234 -1.086000  -0.620000  55.599998
235 -1.525000  -1.086000  55.000000
236 -1.858000  -1.525000  54.099998
237 -2.029000  -1.858000  54.299999
238 -2.024000  -2.029000  55.299999
239 -1.961000  -2.024000  56.400002
240 -1.952000  -1.961000  57.200001
241 -1.794000  -1.952000  57.799999
242 -1.302000  -1.794000  58.299999
243 -1.030000  -1.302000  58.599998
244 -0.918000  -1.030000  58.799999
245 -0.798000  -0.918000  58.799999
246 -0.867000  -0.798000  58.599998
247 -1.047000  -0.867000  58.000000
248 -1.123000  -1.047000  57.400002
249 -0.876000  -1.123000  57.000000
250 -0.395000  -0.876000  56.400002
251 0.185000  -0.395000  56.299999
252 0.662000  0.185000  56.400002
253 0.709000  0.662000  56.400002
254 0.605000  0.709000  56.000000
255 0.501000  0.605000  55.200001
256 0.603000  0.501000  54.000000
257 0.943000  0.603000  53.000000
258 1.223000  0.943000  52.000000
259 1.249000  1.223000  51.599998
260 0.824000  1.249000  51.599998
261 0.102000  0.824000  51.099998
262 0.025000  0.102000  50.400002
263 0.382000  0.025000  50.000000
264 0.922000  0.382000  50.000000
265 1.032000  0.922000  52.000000
266 0.866000  1.032000  54.000000
267 0.527000  0.866000  55.099998
268 0.093000  0.527000  54.500000
269 -0.458000  0.093000  52.799999
270 -0.748000  -0.458000  51.400002
271 -0.947000  -0.748000  50.799999
272 -1.029000  -0.947000  51.200001
273 -0.928000  -1.029000  52.000000
274 -0.645000  -0.928000  52.799999
275 -0.424000  -0.645000  53.799999
276 -0.276000  -0.424000  54.500000
277 -0.158000  -0.276000  54.900002
278 -0.033000  -0.158000  54.900002
279 0.102000  -0.033000  54.799999
280 0.251000  0.102000  54.400002
281 0.280000  0.251000  53.700001
282 0.000000  0.280000  53.299999
283 -0.493000  0.000000  52.799999
284 -0.759000  -0.493000  52.599998
285 -0.824000  -0.759000  52.599998
286 -0.740000  -0.824000  53.000000
287 -0.528000  -0.740000  54.299999
288 -0.204000  -0.528000  56.000000
289 0.034000  -0.204000  57.000000
290 0.204000  0.034000  58.000000
