46 50.000000  51.200001  51.700001  2.483000  2.812000  2.834000  48.299999
47 48.299999  50.000000  51.200001  1.929000  2.483000  2.812000  47.000000
48 47.000000  48.299999  50.000000  1.485000  1.929000  2.483000  45.799999
49 45.799999  47.000000  48.299999  1.214000  1.485000  1.929000  45.599998
50 45.599998  45.799999  47.000000  1.239000  1.214000  1.485000  46.000000
51 46.000000  45.599998  45.799999  1.608000  1.239000  1.214000  46.900002
52 46.900002  46.000000  45.599998  1.905000  1.608000  1.239000  47.799999
53 47.799999  46.900002  46.000000  2.023000  1.905000  1.608000  48.200001
54 48.200001  47.799999  46.900002  1.815000  2.023000  1.905000  48.299999
55 48.299999  48.200001  47.799999  0.535000  1.815000  2.023000  47.900002
56 47.900002  48.299999  48.200001  0.122000  0.535000  1.815000  47.200001
57 47.200001  47.900002  48.299999  0.009000  0.122000  0.535000  47.200001
58 47.200001  47.200001  47.900002  0.164000  0.009000  0.122000  48.099998
59 48.099998  47.200001  47.200001  0.671000  0.164000  0.009000  49.400002
60 49.400002  48.099998  47.200001  1.019000  0.671000  0.164000  50.599998
61 50.599998  49.400002  48.099998  1.146000  1.019000  0.671000  51.500000
62 51.500000  50.599998  49.400002  1.155000  1.146000  1.019000  51.599998
63 51.599998  51.500000  50.599998  1.112000  1.155000  1.146000  51.200001
64 51.200001  51.599998  51.500000  1.121000  1.112000  1.155000  50.500000
65 50.500000  51.200001  51.599998  1.223000  1.121000  1.112000  50.099998
66 50.099998  50.500000  51.200001  1.257000  1.223000  1.121000  49.799999
67 49.799999  50.099998  50.500000  1.157000  1.257000  1.223000  49.599998
68 49.599998  49.799999  50.099998  0.913000  1.157000  1.257000  49.400002
69 49.400002  49.599998  49.799999  0.620000  0.913000  1.157000  49.299999
70 49.299999  49.400002  49.599998  0.255000  0.620000  0.913000  49.200001
71 49.200001  49.299999  49.400002  -0.280000  0.255000  0.620000  49.299999
72 49.299999  49.200001  49.299999  -1.080000  -0.280000  0.255000  49.700001
73 49.700001  49.299999  49.200001  -1.551000  -1.080000  -0.280000  50.299999
74 50.299999  49.700001  49.299999  -1.799000  -1.551000  -1.080000  51.299999
75 51.299999  50.299999  49.700001  -1.825000  -1.799000  -1.551000  52.799999
76 52.799999  51.299999  50.299999  -1.456000  -1.825000  -1.799000  54.400002
77 54.400002  52.799999  51.299999  -0.944000  -1.456000  -1.825000  56.000000
78 56.000000  54.400002  52.799999  -0.570000  -0.944000  -1.456000  56.900002
79 56.900002  56.000000  54.400002  -0.431000  -0.570000  -0.944000  57.500000
80 57.500000  56.900002  56.000000  -0.577000  -0.431000  -0.570000  57.299999
81 57.299999  57.500000  56.900002  -0.960000  -0.577000  -0.431000  56.599998
82 56.599998  57.299999  57.500000  -1.616000  -0.960000  -0.577000  56.000000
83 56.000000  56.599998  57.299999  -1.875000  -1.616000  -0.960000  55.400002
84 55.400002  56.000000  56.599998  -1.891000  -1.875000  -1.616000  55.400002
85 55.400002  55.400002  56.000000  -1.746000  -1.891000  -1.875000  56.400002
86 56.400002  55.400002  55.400002  -1.474000  -1.746000  -1.891000  57.200001
87 57.200001  56.400002  55.400002  -1.201000  -1.474000  -1.746000  58.000000
88 58.000000  57.200001  56.400002  -0.927000  -1.201000  -1.474000  58.400002
89 58.400002  58.000000  57.200001  -0.524000  -0.927000  -1.201000  58.400002
90 58.400002  58.400002  58.000000  0.040000  -0.524000  -0.927000  58.099998
91 58.099998  58.400002  58.400002  0.788000  0.040000  -0.524000  57.700001
92 57.700001  58.099998  58.400002  0.943000  0.788000  0.040000  57.000000
93 57.000000  57.700001  58.099998  0.930000  0.943000  0.788000  56.000000
94 56.000000  57.000000  57.700001  1.006000  0.930000  0.943000  54.700001
95 54.700001  56.000000  57.000000  1.137000  1.006000  0.930000  53.200001
96 53.200001  54.700001  56.000000  1.198000  1.137000  1.006000  52.099998
97 52.099998  53.200001  54.700001  1.054000  1.198000  1.137000  51.599998
98 51.599998  52.099998  53.200001  0.595000  1.054000  1.198000  51.000000
99 51.000000  51.599998  52.099998  -0.080000  0.595000  1.054000  50.500000
100 50.500000  51.000000  51.599998  -0.314000  -0.080000  0.595000  50.400002
101 50.400002  50.500000  51.000000  -0.288000  -0.314000  -0.080000  51.000000
102 51.000000  50.400002  50.500000  -0.153000  -0.288000  -0.314000  51.799999
103 51.799999  51.000000  50.400002  -0.109000  -0.153000  -0.288000  52.400002
104 52.400002  51.799999  51.000000  -0.187000  -0.109000  -0.153000  53.000000
105 53.000000  52.400002  51.799999  -0.255000  -0.187000  -0.109000  53.400002
106 53.400002  53.000000  52.400002  -0.229000  -0.255000  -0.187000  53.599998
107 53.599998  53.400002  53.000000  -0.007000  -0.229000  -0.255000  53.700001
108 53.700001  53.599998  53.400002  0.254000  -0.007000  -0.229000  53.799999
109 53.799999  53.700001  53.599998  0.330000  0.254000  -0.007000  53.799999
110 53.799999  53.799999  53.700001  0.102000  0.330000  0.254000  53.799999
111 53.799999  53.799999  53.799999  -0.423000  0.102000  0.330000  53.299999
112 53.299999  53.799999  53.799999  -1.139000  -0.423000  0.102000  53.000000
113 53.000000  53.299999  53.799999  -2.275000  -1.139000  -0.423000  52.900002
114 52.900002  53.000000  53.299999  -2.594000  -2.275000  -1.139000  53.400002
115 53.400002  52.900002  53.000000  -2.716000  -2.594000  -2.275000  54.599998
116 54.599998  53.400002  52.900002  -2.510000  -2.716000  -2.594000  56.400002
117 56.400002  54.599998  53.400002  -1.790000  -2.510000  -2.716000  58.000000
118 58.000000  56.400002  54.599998  -1.346000  -1.790000  -2.510000  59.400002
119 59.400002  58.000000  56.400002  -1.081000  -1.346000  -1.790000  60.200001
120 60.200001  59.400002  58.000000  -0.910000  -1.081000  -1.346000  60.000000
121 60.000000  60.200001  59.400002  -0.876000  -0.910000  -1.081000  59.400002
122 59.400002  60.000000  60.200001  -0.885000  -0.876000  -0.910000  58.400002
123 58.400002  59.400002  60.000000  -0.800000  -0.885000  -0.876000  57.599998
124 57.599998  58.400002  59.400002  -0.544000  -0.800000  -0.885000  56.900002
125 56.900002  57.599998  58.400002  -0.416000  -0.544000  -0.800000  56.400002
126 56.400002  56.900002  57.599998  -0.271000  -0.416000  -0.544000  56.000000
127 56.000000  56.400002  56.900002  0.000000  -0.271000  -0.416000  55.700001
128 55.700001  56.000000  56.400002  0.403000  0.000000  -0.271000  55.299999
129 55.299999  55.700001  56.000000  0.841000  0.403000  0.000000  55.000000
130 55.000000  55.299999  55.700001  1.285000  0.841000  0.403000  54.400002
131 54.400002  55.000000  55.299999  1.607000  1.285000  0.841000  53.700001
132 53.700001  54.400002  55.000000  1.746000  1.607000  1.285000  52.799999
133 52.799999  53.700001  54.400002  1.683000  1.746000  1.607000  51.599998
134 51.599998  52.799999  53.700001  1.485000  1.683000  1.746000  50.599998
135 50.599998  51.599998  52.799999  0.993000  1.485000  1.683000  49.400002
136 49.400002  50.599998  51.599998  0.648000  0.993000  1.485000  48.799999
137 48.799999  49.400002  50.599998  0.577000  0.648000  0.993000  48.500000
138 48.500000  48.799999  49.400002  0.577000  0.577000  0.648000  48.700001
139 48.700001  48.500000  48.799999  0.632000  0.577000  0.577000  49.200001
140 49.200001  48.700001  48.500000  0.747000  0.632000  0.577000  49.799999
141 49.799999  49.200001  48.700001  0.900000  0.747000  0.632000  50.400002
142 50.400002  49.799999  49.200001  0.993000  0.900000  0.747000  50.700001
143 50.700001  50.400002  49.799999  0.968000  0.993000  0.900000  50.900002
144 50.900002  50.700001  50.400002  0.790000  0.968000  0.993000  50.700001
145 50.700001  50.900002  50.700001  0.399000  0.790000  0.968000  50.500000
146 50.500000  50.700001  50.900002  -0.161000  0.399000  0.790000  50.400002
147 50.400002  50.500000  50.700001  -0.553000  -0.161000  0.399000  50.200001
148 50.200001  50.400002  50.500000  -0.603000  -0.553000  -0.161000  50.400002
149 50.400002  50.200001  50.400002  -0.424000  -0.603000  -0.553000  51.200001
150 51.200001  50.400002  50.200001  -0.194000  -0.424000  -0.603000  52.299999
151 52.299999  51.200001  50.400002  -0.049000  -0.194000  -0.424000  53.200001
152 53.200001  52.299999  51.200001  0.060000  -0.049000  -0.194000  53.900002
153 53.900002  53.200001  52.299999  0.161000  0.060000  -0.049000  54.099998
154 54.099998  53.900002  53.200001  0.301000  0.161000  0.060000  54.000000
155 54.000000  54.099998  53.900002  0.517000  0.301000  0.161000  53.599998
156 53.599998  54.000000  54.099998  0.566000  0.517000  0.301000  53.200001
157 53.200001  53.599998  54.000000  0.560000  0.566000  0.517000  53.000000
158 53.000000  53.200001  53.599998  0.573000  0.560000  0.566000  52.799999
159 52.799999  53.000000  53.200001  0.592000  0.573000  0.560000  52.299999
160 52.299999  52.799999  53.000000  0.671000  0.592000  0.573000  51.900002
161 51.900002  52.299999  52.799999  0.933000  0.671000  0.592000  51.599998
162 51.599998  51.900002  52.299999  1.337000  0.933000  0.671000  51.599998
163 51.599998  51.599998  51.900002  1.460000  1.337000  0.933000  51.400002
164 51.400002  51.599998  51.599998  1.353000  1.460000  1.337000  51.200001
165 51.200001  51.400002  51.599998  0.772000  1.353000  1.460000  50.700001
166 50.700001  51.200001  51.400002  0.218000  0.772000  1.353000  50.000000
167 50.000000  50.700001  51.200001  -0.237000  0.218000  0.772000  49.400002
168 49.400002  50.000000  50.700001  -0.714000  -0.237000  0.218000  49.299999
169 49.299999  49.400002  50.000000  -1.099000  -0.714000  -0.237000  49.700001
170 49.700001  49.299999  49.400002  -1.269000  -1.099000  -0.714000  50.599998
171 50.599998  49.700001  49.299999  -1.175000  -1.269000  -1.099000  51.799999
172 51.799999  50.599998  49.700001  -0.676000  -1.175000  -1.269000  53.000000
173 53.000000  51.799999  50.599998  0.033000  -0.676000  -1.175000  54.000000
174 54.000000  53.000000  51.799999  0.556000  0.033000  -0.676000  55.299999
175 55.299999  54.000000  53.000000  0.643000  0.556000  0.033000  55.900002
176 55.900002  55.299999  54.000000  0.484000  0.643000  0.556000  55.900002
177 55.900002  55.900002  55.299999  0.109000  0.484000  0.643000  54.599998
178 54.599998  55.900002  55.900002  -0.310000  0.109000  0.484000  53.500000
179 53.500000  54.599998  55.900002  -0.697000  -0.310000  0.109000  52.400002
180 52.400002  53.500000  54.599998  -1.047000  -0.697000  -0.310000  52.099998
181 52.099998  52.400002  53.500000  -1.218000  -1.047000  -0.697000  52.299999
182 52.299999  52.099998  52.400002  -1.183000  -1.218000  -1.047000  53.000000
183 53.000000  52.299999  52.099998  -0.873000  -1.183000  -1.218000  53.799999
184 53.799999  53.000000  52.299999  -0.336000  -0.873000  -1.183000  54.599998
185 54.599998  53.799999  53.000000  0.063000  -0.336000  -0.873000  55.400002
186 55.400002  54.599998  53.799999  0.084000  0.063000  -0.336000  55.900002
187 55.900002  55.400002  54.599998  0.000000  0.084000  0.063000  55.900002
188 55.900002  55.900002  55.400002  0.001000  0.000000  0.084000  55.200001
189 55.200001  55.900002  55.900002  0.209000  0.001000  0.000000  54.400002
190 54.400002  55.200001  55.900002  0.556000  0.209000  0.001000  53.700001
191 53.700001  54.400002  55.200001  0.782000  0.556000  0.209000  53.599998
192 53.599998  53.700001  54.400002  0.858000  0.782000  0.556000  53.599998
193 53.599998  53.599998  53.700001  0.918000  0.858000  0.782000  53.200001
194 53.200001  53.599998  53.599998  0.862000  0.918000  0.858000  52.500000
195 52.500000  53.200001  53.599998  0.416000  0.862000  0.918000  52.000000
196 52.000000  52.500000  53.200001  -0.336000  0.416000  0.862000  51.400002
197 51.400002  52.000000  52.500000  -0.959000  -0.336000  0.416000  51.000000
198 51.000000  51.400002  52.000000  -1.813000  -0.959000  -0.336000  50.900002
199 50.900002  51.000000  51.400002  -2.378000  -1.813000  -0.959000  52.400002
200 52.400002  50.900002  51.000000  -2.499000  -2.378000  -1.813000  53.500000
201 53.500000  52.400002  50.900002  -2.473000  -2.499000  -2.378000  55.599998
202 55.599998  53.500000  52.400002  -2.330000  -2.473000  -2.499000  58.000000
203 58.000000  55.599998  53.500000  -2.053000  -2.330000  -2.473000  59.500000
204 59.500000  58.000000  55.599998  -1.739000  -2.053000  -2.330000  60.000000
205 60.000000  59.500000  58.000000  -1.261000  -1.739000  -2.053000  60.400002
206 60.400002  60.000000  59.500000  -0.569000  -1.261000  -1.739000  60.500000
207 60.500000  60.400002  60.000000  -0.137000  -0.569000  -1.261000  60.200001
208 60.200001  60.500000  60.400002  -0.024000  -0.137000  -0.569000  59.700001
209 59.700001  60.200001  60.500000  -0.050000  -0.024000  -0.137000  59.000000
210 59.000000  59.700001  60.200001  -0.135000  -0.050000  -0.024000  57.599998
211 57.599998  59.000000  59.700001  -0.276000  -0.135000  -0.050000  56.400002
212 56.400002  57.599998  59.000000  -0.534000  -0.276000  -0.135000  55.200001
213 55.200001  56.400002  57.599998  -0.871000  -0.534000  -0.276000  54.500000
214 54.500000  55.200001  56.400002  -1.243000  -0.871000  -0.534000  54.099998
215 54.099998  54.500000  55.200001  -1.439000  -1.243000  -0.871000  54.099998
216 54.099998  54.099998  54.500000  -1.422000  -1.439000  -1.243000  54.400002
217 54.400002  54.099998  54.099998  -1.175000  -1.422000  -1.439000  55.500000
218 55.500000  54.400002  54.099998  -0.813000  -1.175000  -1.422000  56.200001
219 56.200001  55.500000  54.400002  -0.634000  -0.813000  -1.175000  57.000000
220 57.000000  56.200001  55.500000  -0.582000  -0.634000  -0.813000  57.299999
221 57.299999  57.000000  56.200001  -0.625000  -0.582000  -0.634000  57.400002
222 57.400002  57.299999  57.000000  -0.713000  -0.625000  -0.582000  57.000000
223 57.000000  57.400002  57.299999  -0.848000  -0.713000  -0.625000  56.400002
224 56.400002  57.000000  57.400002  -1.039000  -0.848000  -0.713000  55.900002
225 55.900002  56.400002  57.000000  -1.346000  -1.039000  -0.848000  55.500000
226 55.500000  55.900002  56.400002  -1.628000  -1.346000  -1.039000  55.299999
227 55.299999  55.500000  55.900002  -1.619000  -1.628000  -1.346000  55.200001
228 55.200001  55.299999  55.500000  -1.149000  -1.619000  -1.628000  55.400002
229 55.400002  55.200001  55.299999  -0.488000  -1.149000  -1.619000  56.000000
230 56.000000  55.400002  55.200001  -0.160000  -0.488000  -1.149000  56.500000
231 56.500000  56.000000  55.400002  -0.007000  -0.160000  -0.488000  57.099998
232 57.099998  56.500000  56.000000  -0.092000  -0.007000  -0.160000  57.299999
233 57.299999  57.099998  56.500000  -0.620000  -0.092000  -0.007000  56.799999
234 56.799999  57.299999  57.099998  -1.086000  -0.620000  -0.092000  55.599998
235 55.599998  56.799999  57.299999  -1.525000  -1.086000  -0.620000  55.000000
236 55.000000  55.599998  56.799999  -1.858000  -1.525000  -1.086000  54.099998
237 54.099998  55.000000  55.599998  -2.029000  -1.858000  -1.525000  54.299999
238 54.299999  54.099998  55.000000  -2.024000  -2.029000  -1.858000  55.299999
239 55.299999  54.299999  54.099998  -1.961000  -2.024000  -2.029000  56.400002
240 56.400002  55.299999  54.299999  -1.952000  -1.961000  -2.024000  57.200001
241 57.200001  56.400002  55.299999  -1.794000  -1.952000  -1.961000  57.799999
242 57.799999  57.200001  56.400002  -1.302000  -1.794000  -1.952000  58.299999
243 58.299999  57.799999  57.200001  -1.030000  -1.302000  -1.794000  58.599998
244 58.599998  58.299999  57.799999  -0.918000  -1.030000  -1.302000  58.799999
245 58.799999  58.599998  58.299999  -0.798000  -0.918000  -1.030000  58.799999
246 58.799999  58.799999  58.599998  -0.867000  -0.798000  -0.918000  58.599998
247 58.599998  58.799999  58.799999  -1.047000  -0.867000  -0.798000  58.000000
248 58.000000  58.599998  58.799999  -1.123000  -1.047000  -0.867000  57.400002
249 57.400002  58.000000  58.599998  -0.876000  -1.123000  -1.047000  57.000000
250 57.000000  57.400002  58.000000  -0.395000  -0.876000  -1.123000  56.400002
251 56.400002  57.000000  57.400002  0.185000  -0.395000  -0.876000  56.299999
252 56.299999  56.400002  57.000000  0.662000  0.185000  -0.395000  56.400002
253 56.400002  56.299999  56.400002  0.709000  0.662000  0.185000  56.400002
254 56.400002  56.400002  56.299999  0.605000  0.709000  0.662000  56.000000
255 56.000000  56.400002  56.400002  0.501000  0.605000  0.709000  55.200001
256 55.200001  56.000000  56.400002  0.603000  0.501000  0.605000  54.000000
257 54.000000  55.200001  56.000000  0.943000  0.603000  0.501000  53.000000
258 53.000000  54.000000  55.200001  1.223000  0.943000  0.603000  52.000000
259 52.000000  53.000000  54.000000  1.249000  1.223000  0.943000  51.599998
260 51.599998  52.000000  53.000000  0.824000  1.249000  1.223000  51.599998
261 51.599998  51.599998  52.000000  0.102000  0.824000  1.249000  51.099998
262 51.099998  51.599998  51.599998  0.025000  0.102000  0.824000  50.400002
263 50.400002  51.099998  51.599998  0.382000  0.025000  0.102000  50.000000
264 50.000000  50.400002  51.099998  0.922000  0.382000  0.025000  50.000000
265 50.000000  50.000000  50.400002  1.032000  0.922000  0.382000  52.000000
266 52.000000  50.000000  50.000000  0.866000  1.032000  0.922000  54.000000
267 54.000000  52.000000  50.000000  0.527000  0.866000  1.032000  55.099998
268 55.099998  54.000000  52.000000  0.093000  0.527000  0.866000  54.500000
269 54.500000  55.099998  54.000000  -0.458000  0.093000  0.527000  52.799999
270 52.799999  54.500000  55.099998  -0.748000  -0.458000  0.093000  51.400002
271 51.400002  52.799999  54.500000  -0.947000  -0.748000  -0.458000  50.799999
272 50.799999  51.400002  52.799999  -1.029000  -0.947000  -0.748000  51.200001
273 51.200001  50.799999  51.400002  -0.928000  -1.029000  -0.947000  52.000000
274 52.000000  51.200001  50.799999  -0.645000  -0.928000  -1.029000  52.799999
275 52.799999  52.000000  51.200001  -0.424000  -0.645000  -0.928000  53.799999
276 53.799999  52.799999  52.000000  -0.276000  -0.424000  -0.645000  54.500000
277 54.500000  53.799999  52.799999  -0.158000  -0.276000  -0.424000  54.900002
278 54.900002  54.500000  53.799999  -0.033000  -0.158000  -0.276000  54.900002
279 54.900002  54.900002  54.500000  0.102000  -0.033000  -0.158000  54.799999
280 54.799999  54.900002  54.900002  0.251000  0.102000  -0.033000  54.400002
281 54.400002  54.799999  54.900002  0.280000  0.251000  0.102000  53.700001
282 53.700001  54.400002  54.799999  0.000000  0.280000  0.251000  53.299999
283 53.299999  53.700001  54.400002  -0.493000  0.000000  0.280000  52.799999
284 52.799999  53.299999  53.700001  -0.759000  -0.493000  0.000000  52.599998
285 52.599998  52.799999  53.299999  -0.824000  -0.759000  -0.493000  52.599998
286 52.599998  52.599998  52.799999  -0.740000  -0.824000  -0.759000  53.000000
287 53.000000  52.599998  52.599998  -0.528000  -0.740000  -0.824000  54.299999
288 54.299999  53.000000  52.599998  -0.204000  -0.528000  -0.740000  56.000000
289 56.000000  54.299999  53.000000  0.034000  -0.204000  -0.528000  57.000000
290 57.000000  56.000000  54.299999  0.204000  0.034000  -0.204000  58.000000
